水利種別(消火栓),水利種別(消火栓)名,市町村(消火栓)名,担当区内通番(消火栓),設置場所-1(消火栓),配管径,Ｘ座標(栓)(座標),Ｙ座標(栓)(座標),緯度(栓)(座標),経度(栓)(座標),備考
01,消火栓,彦根市,551,彦根市平田町　 ,100,2284296,-8290904,0351508405,1361503805,
01,消火栓,彦根市,552,彦根市平田町　 ,75,2285657,-8278197,0351512528,1361504356,
01,消火栓,彦根市,553,彦根市山之脇町　 ,75,2297500,-8284157,0351510584,1361509036,
01,消火栓,彦根市,554,彦根市小泉町　 ,100,2295350,-8297702,0351506190,1361508172,
01,消火栓,彦根市,555,彦根市小泉町　 ,75,2301576,-8305138,0351503771,1361510628,
01,消火栓,彦根市,556,彦根市山之脇町　 ,100,2302079,-8295793,0351506804,1361510836,
01,消火栓,彦根市,557,彦根市山之脇町　 ,100,2308964,-8284128,0351510584,1361513572,
01,消火栓,彦根市,558,彦根市芹川町　 ,100,2354438,-8241527,0351524372,1361531608,
01,消火栓,彦根市,559,彦根市芹川町　 ,100,2354961,-8232874,0351527180,1361531824,
01,消火栓,彦根市,560,彦根市大橋町　 ,75,2367709,-8236833,0351525884,1361536864,
01,消火栓,彦根市,561,彦根市元岡町　 ,100,2366477,-8252477,0351520808,1361536360,
01,消火栓,彦根市,562,彦根市芹川町　 ,100,2379586,-8255548,0351519800,1361541544,
01,消火栓,彦根市,563,彦根市沼波町　 ,75,2377523,-8266646,0351516200,1361540716,
01,消火栓,彦根市,564,彦根市沼波町　 ,75,2374650,-8281296,0351511448,1361539564,
01,消火栓,彦根市,565,彦根市芹川町　 ,150,2357649,-8251502,0351521132,1361532868,
01,消火栓,彦根市,566,彦根市芹川町　 ,100,2359147,-8268025,0351515768,1361533444,
01,消火栓,彦根市,567,彦根市芹川町　 ,300,2362279,-8282548,0351511052,1361534668,
01,消火栓,彦根市,568,彦根市岡町　 ,300,2362391,-8290423,0351508496,1361534704,
01,消火栓,彦根市,569,彦根市岡町　 ,150,2355126,-8296100,0351506660,1361531824,
01,消火栓,彦根市,570,彦根市岡町　 ,150,2344550,-8287586,0351509432,1361527648,
01,消火栓,彦根市,571,彦根市岡町　 ,100,2335808,-8285057,0351510260,1361524192,
01,消火栓,彦根市,572,彦根市岡町　 ,100,2322336,-8282763,0351511016,1361518864,
01,消火栓,彦根市,573,彦根市山之脇町　 ,300,2315187,-8297867,0351506120,1361516020,
01,消火栓,彦根市,574,彦根市小泉町　 ,100,2317737,-8312065,0351501510,1361517015,
01,消火栓,彦根市,575,彦根市小泉町　 ,100,2323102,-8323222,0351457885,1361519126,
01,消火栓,彦根市,576,彦根市小泉町　 ,250,2296147,-8324648,0351457444,1361508460,
01,消火栓,彦根市,577,彦根市小泉町　 ,100,2288805,-8335759,0351453844,1361505544,
01,消火栓,彦根市,578,彦根市小泉町　 ,100,2283273,-8343094,0351451468,1361503348,
01,消火栓,彦根市,579,彦根市小泉町　 ,100,2278140,-8338970,0351452811,1361501321,
01,消火栓,彦根市,580,彦根市小泉町　 ,300,2277008,-8348434,0351449740,1361500864,
01,消火栓,彦根市,581,彦根市小泉町　 ,50,2269098,-8347606,0351450015,1361457736,
01,消火栓,彦根市,582,彦根市小泉町　 ,75,2273849,-8358647,0351446428,1361459604,
01,消火栓,彦根市,583,彦根市小泉町　 ,150,2265022,-8358447,0351446500,1361456112,
01,消火栓,彦根市,584,彦根市小泉町　 ,75,2259905,-8349808,0351449308,1361454096,
01,消火栓,彦根市,585,彦根市西今町　 ,300,2244467,-8365408,0351444258,1361447973,
01,消火栓,彦根市,586,彦根市西今町　 ,100,2238675,-8362832,0351445098,1361445684,
01,消火栓,彦根市,587,彦根市西今町　 ,100,2238164,-8352746,0351448372,1361445492,
01,消火栓,彦根市,588,彦根市西今町　 ,100,2231283,-8366628,0351443872,1361442756,
01,消火栓,彦根市,589,彦根市西今町　 ,100,2221354,-8352063,0351448607,1361438842,
01,消火栓,彦根市,590,彦根市西今町　 ,75,2214530,-8362676,0351445168,1361436132,
01,消火栓,彦根市,591,彦根市西今町　 ,100,2209003,-8372340,0351442036,1361433936,
01,消火栓,彦根市,592,彦根市西今町　 ,100,2218843,-8377419,0351440380,1361437824,
01,消火栓,彦根市,593,彦根市西今町　 ,75,2200283,-8378684,0351439984,1361430480,
01,消火栓,彦根市,594,彦根市西今町　 ,75,2199645,-8388859,0351436683,1361430218,
01,消火栓,彦根市,595,彦根市西今町　 ,75,2206501,-8397082,0351434008,1361432922,
01,消火栓,彦根市,596,彦根市西今町　 ,200,2199897,-8406860,0351430840,1361430300,
01,消火栓,彦根市,597,彦根市西今町　 ,200,2190690,-8400337,0351432964,1361426664,
01,消火栓,彦根市,598,彦根市西今町　 ,200,2180520,-8391630,0351435798,1361422649,
01,消火栓,彦根市,599,彦根市野瀬町　 ,75,2173004,-8384857,0351438002,1361419682,
01,消火栓,彦根市,600,彦根市野瀬町　 ,200,2161256,-8382883,0351438652,1361415036,
01,消火栓,彦根市,601,彦根市宇尾町　 ,75,2149637,-8382192,0351438885,1361410441,
01,消火栓,彦根市,602,彦根市宇尾町　 ,75,2150852,-8392486,0351435544,1361410911,
01,消火栓,彦根市,603,彦根市宇尾町　 ,75,2161834,-8396303,0351434296,1361415252,
01,消火栓,彦根市,604,彦根市宇尾町　 ,75,2167966,-8410930,0351429544,1361417664,
01,消火栓,彦根市,605,彦根市宇尾町　 ,75,2171449,-8421459,0351426124,1361419032,
01,消火栓,彦根市,606,彦根市宇尾町　 ,150,2180582,-8422336,0351425833,1361422644,
01,消火栓,彦根市,607,彦根市宇尾町　 ,150,2189819,-8416423,0351427744,1361426304,
01,消火栓,彦根市,608,彦根市宇尾町　 ,100,2189833,-8422302,0351425836,1361426304,
01,消火栓,彦根市,609,彦根市八坂町　 ,200,1977397,-8237994,0351525812,1361302424,
01,消火栓,彦根市,610,彦根市八坂町　 ,75,1970767,-8243000,0351524192,1361259796,
01,消火栓,彦根市,611,彦根市八坂町　 ,200,1974506,-8247318,0351522788,1361301272,
01,消火栓,彦根市,612,彦根市八坂町　 ,200,1966151,-8254325,0351520520,1361257960,
01,消火栓,彦根市,613,彦根市八坂町　 ,200,1960247,-8258663,0351519116,1361255620,
01,消火栓,彦根市,614,彦根市八坂町　 ,75,1944972,-8263910,0351517424,1361249572,
01,消火栓,彦根市,615,彦根市八坂町　 ,200,1943348,-8270125,0351515408,1361248924,
01,消火栓,彦根市,616,彦根市八坂町　 ,150,1930714,-8276142,0351513464,1361243920,
01,消火栓,彦根市,617,彦根市八坂町　 ,75,1950620,-8266782,0351516488,1361251804,
01,消火栓,彦根市,618,彦根市八坂町　 ,75,1949459,-8276989,0351513176,1361251336,
01,消火栓,彦根市,619,彦根市八坂町　 ,75,1958743,-8278411,0351512708,1361255008,
01,消火栓,彦根市,620,彦根市八坂町　 ,75,1967275,-8269186,0351515696,1361258392,
01,消火栓,彦根市,621,彦根市八坂町　 ,200,1992650,-8223097,0351530636,1361308472,
01,消火栓,彦根市,622,彦根市八坂町　 ,75,2060548,-8249312,0351522079,1361335315,
01,消火栓,彦根市,623,彦根市八坂町　 ,100,2067695,-8256649,0351519692,1361338136,
01,消火栓,彦根市,624,彦根市開出今町　 ,100,2065099,-8275290,0351513644,1361337092,
01,消火栓,彦根市,625,彦根市開出今町　 ,100,2061294,-8282731,0351511232,1361335580,
01,消火栓,彦根市,626,彦根市開出今町　 ,100,2056766,-8292169,0351508172,1361333780,
01,消火栓,彦根市,627,彦根市開出今町　 ,75,2072734,-8272056,0351514688,1361340116,
01,消火栓,彦根市,628,彦根市開出今町　 ,75,2066399,-8287045,0351509828,1361337596,
01,消火栓,彦根市,629,彦根市開出今町　 ,75,2074215,-8282812,0351511196,1361340692,
01,消火栓,彦根市,630,彦根市開出今町　 ,50,2078843,-8277699,0351512852,1361342528,
01,消火栓,彦根市,631,彦根市開出今町　 ,75,2079779,-8288789,0351509252,1361342888,
01,消火栓,彦根市,632,彦根市開出今町　 ,150,2073874,-8292907,0351507920,1361340548,
01,消火栓,彦根市,633,彦根市開出今町　 ,100,2063512,-8297478,0351506444,1361336444,
01,消火栓,彦根市,634,彦根市開出今町　 ,150,2071800,-8301342,0351505184,1361339720,
01,消火栓,彦根市,635,彦根市開出今町　 ,200,2077372,-8350246,0351449308,1361341880,
01,消火栓,彦根市,636,彦根市開出今町　 ,200,2088399,-8357431,0351446968,1361346236,
01,消火栓,彦根市,637,彦根市開出今町　 ,75,2103406,-8354179,0351448012,1361352176,
01,消火栓,彦根市,638,彦根市開出今町　 ,75,2112151,-8358596,0351446572,1361355632,
01,消火栓,彦根市,639,彦根市開出今町　 ,75,2117187,-8371673,0351442324,1361357612,
01,消火栓,彦根市,640,彦根市開出今町　 ,75,2118350,-8380322,0351439516,1361358064,
01,消火栓,彦根市,641,彦根市開出今町　 ,200,2104982,-8370279,0351442786,1361352785,
01,消火栓,彦根市,642,彦根市開出今町　 ,200,2096718,-8363427,0351445016,1361349522,
01,消火栓,彦根市,643,彦根市開出今町　 ,75,2090892,-8372843,0351441964,1361347208,
01,消火栓,彦根市,644,彦根市開出今町　 ,200,2100187,-8379158,0351439908,1361350880,
01,消火栓,彦根市,645,彦根市開出今町　 ,200,2108610,-8384677,0351438110,1361354207,
01,消火栓,彦根市,646,彦根市甘呂町　 ,100,2094130,-8387609,0351437169,1361348476,
01,消火栓,彦根市,647,彦根市甘呂町　 ,200,2084902,-8379956,0351439660,1361344832,
01,消火栓,彦根市,648,彦根市甘呂町　 ,200,2070075,-8382209,0351438940,1361338964,
01,消火栓,彦根市,649,彦根市甘呂町　 ,200,2045732,-8401565,0351432676,1361329316,
01,消火栓,彦根市,650,彦根市甘呂町　 ,75,2038067,-8392486,0351435628,1361326292,
01,消火栓,彦根市,651,彦根市甘呂町　 ,75,2032536,-8401040,0351432856,1361324096,
01,消火栓,彦根市,652,彦根市甘呂町　 ,200,2038295,-8413007,0351428968,1361326364,
01,消火栓,彦根市,653,彦根市甘呂町　 ,200,2045412,-8421088,0351426340,1361329172,
01,消火栓,彦根市,654,彦根市甘呂町　 ,200,2063003,-8433360,0351422344,1361336120,
01,消火栓,彦根市,655,彦根市甘呂町　 ,100,2058110,-8442800,0351419284,1361334176,
01,消火栓,彦根市,656,彦根市八坂町　 ,150,1919543,-8285594,0351510404,1361239492,
01,消火栓,彦根市,657,彦根市八坂町　 ,150,1904916,-8296274,0351506948,1361233696,
01,消火栓,彦根市,658,彦根市須越町　 ,150,1890743,-8306398,0351503672,1361228080,
01,消火栓,彦根市,659,彦根市須越町　 ,75,1878126,-8320733,0351459028,1361223076,
01,消火栓,彦根市,660,彦根市須越町　 ,150,1866295,-8319648,0351459388,1361218396,
01,消火栓,彦根市,661,彦根市須越町　 ,125,1846441,-8330391,0351455915,1361210533,
01,消火栓,彦根市,662,彦根市須越町　 ,75,1852496,-8335317,0351454312,1361212924,
01,消火栓,彦根市,663,彦根市須越町　 ,75,1846574,-8338173,0351453389,1361210579,
01,消火栓,彦根市,664,彦根市須越町　 ,125,1840029,-8334566,0351454564,1361207992,
01,消火栓,彦根市,665,彦根市須越町　 ,75,1836410,-8344778,0351451252,1361206552,
01,消火栓,彦根市,666,彦根市須越町　 ,75,1830851,-8343929,0351451531,1361204353,
01,消火栓,彦根市,667,彦根市須越町　 ,125,1815674,-8350144,0351449524,1361158344,
01,消火栓,彦根市,668,彦根市須越町　 ,125,1808951,-8355371,0351447832,1361155680,
01,消火栓,彦根市,669,彦根市甘呂町　 ,75,2018345,-8403512,0351432064,1361318480,
01,消火栓,彦根市,670,彦根市甘呂町　 ,100,2027638,-8408483,0351430444,1361322152,
01,消火栓,彦根市,671,彦根市甘呂町　 ,75,2023195,-8415481,0351428176,1361320388,
01,消火栓,彦根市,672,彦根市日夏町　 ,200,2047318,-8459130,0351413992,1361329892,
01,消火栓,彦根市,673,彦根市日夏町　 ,200,2038877,-8469556,0351410615,1361326544,
01,消火栓,彦根市,674,彦根市日夏町　 ,75,2021958,-8458724,0351414143,1361319861,
01,消火栓,彦根市,675,彦根市日夏町　 ,75,2000432,-8450916,0351416692,1361311352,
01,消火栓,彦根市,676,彦根市日夏町　 ,75,2008937,-8464397,0351412311,1361314705,
01,消火栓,彦根市,677,彦根市日夏町　 ,75,2024784,-8474821,0351408916,1361320964,
01,消火栓,彦根市,678,彦根市日夏町　 ,200,2030993,-8484125,0351405892,1361323412,
01,消火栓,彦根市,679,彦根市日夏町　 ,100,2013720,-8492039,0351403336,1361316572,
01,消火栓,彦根市,680,彦根市日夏町　 ,200,2007915,-8500926,0351400456,1361314268,
01,消火栓,彦根市,681,彦根市日夏町　 ,75,2000342,-8492401,0351403228,1361311280,
01,消火栓,彦根市,682,彦根市日夏町　 ,75,1990776,-8487653,0351404776,1361307500,
01,消火栓,彦根市,683,彦根市日夏町　 ,75,1992176,-8503623,0351359592,1361308039,
01,消火栓,彦根市,684,彦根市日夏町　 ,75,1979888,-8502651,0351359916,1361303180,
01,消火栓,彦根市,685,彦根市日夏町　 ,75,1971158,-8505998,0351358836,1361259724,
01,消火栓,彦根市,686,彦根市日夏町　 ,75,1973190,-8519526,0351354444,1361300516,
01,消火栓,彦根市,687,彦根市日夏町　 ,75,1982577,-8525495,0351352500,1361304224,
01,消火栓,彦根市,688,彦根市日夏町　 ,200,1994040,-8523252,0351353220,1361308760,
01,消火栓,彦根市,689,彦根市日夏町　 ,200,1999754,-8514254,0351356136,1361311028,
01,消火栓,彦根市,690,彦根市日夏町　 ,200,2002384,-8510144,0351357468,1361312072,
01,消火栓,彦根市,691,彦根市日夏町　 ,150,2014236,-8519436,0351354444,1361316752,
01,消火栓,彦根市,692,彦根市日夏町　 ,200,2024766,-8507432,0351358332,1361320928,
01,消火栓,彦根市,693,彦根市日夏町　 ,200,2031022,-8496992,0351401716,1361323412,
01,消火栓,彦根市,694,彦根市日夏町　 ,75,2028315,-8507203,0351358404,1361322332,
01,消火栓,彦根市,695,彦根市日夏町　 ,100,2025784,-8514862,0351355920,1361321324,
01,消火栓,彦根市,696,彦根市日夏町　 ,150,2023259,-8525405,0351352500,1361320316,
01,消火栓,彦根市,697,彦根市日夏町　 ,200,2010074,-8530426,0351350880,1361315096,
01,消火栓,彦根市,698,彦根市日夏町　 ,200,2004360,-8539645,0351347892,1361312828,
01,消火栓,彦根市,699,彦根市日夏町　 ,100,2005116,-8552289,0351343788,1361313116,
01,消火栓,彦根市,700,彦根市日夏町　 ,200,1983700,-8539358,0351348000,1361304656,
01,消火栓,彦根市,701,彦根市日夏町　 ,75,1988916,-8552214,0351343824,1361306708,
01,消火栓,彦根市,702,彦根市日夏町　 ,75,1989940,-8562527,0351340476,1361307104,
01,消火栓,彦根市,703,彦根市日夏町　 ,200,1974176,-8554465,0351343104,1361300876,
01,消火栓,彦根市,704,彦根市清崎町　 ,75,1972814,-8574291,0351336671,1361300320,
01,消火栓,彦根市,705,彦根市清崎町　 ,200,1958938,-8578457,0351335328,1361254828,
01,消火栓,彦根市,706,彦根市清崎町　 ,200,1963151,-8590317,0351331476,1361256484,
01,消火栓,彦根市,707,彦根市三津屋町　 ,125,1790228,-8366390,0351444268,1361148264,
01,消火栓,彦根市,708,彦根市三津屋町　 ,125,1781590,-8369624,0351443224,1361144844,
01,消火栓,彦根市,709,彦根市三津屋町　 ,100,1770682,-8375191,0351441424,1361140524,
01,消火栓,彦根市,710,彦根市三津屋町　 ,75,1776265,-8380342,0351439749,1361142729,
01,消火栓,彦根市,711,彦根市三津屋町　 ,75,1794982,-8377473,0351440668,1361150136,
01,消火栓,彦根市,712,彦根市三津屋町　 ,75,1786814,-8388138,0351437212,1361146896,
01,消火栓,彦根市,713,彦根市三津屋町　 ,75,1776346,-8386716,0351437680,1361142756,
01,消火栓,彦根市,714,彦根市三津屋町　 ,75,1765827,-8386261,0351437835,1361138595,
01,消火栓,彦根市,715,彦根市三津屋町　 ,150,1738238,-8396884,0351434404,1361127672,
01,消火栓,彦根市,716,彦根市石寺町　 ,150,1675608,-8433274,0351422632,1361102868,
01,消火栓,彦根市,717,彦根市石寺町　 ,75,1643244,-8451525,0351416728,1361050052,
01,消火栓,彦根市,718,彦根市石寺町　 ,150,1639803,-8460627,0351413776,1361048684,
01,消火栓,彦根市,719,彦根市石寺町　 ,150,1641731,-8469941,0351410752,1361049440,
01,消火栓,彦根市,720,彦根市石寺町　 ,75,1638917,-8474050,0351409420,1361048324,
01,消火栓,彦根市,721,彦根市石寺町　 ,150,1644914,-8478026,0351408126,1361050694,
01,消火栓,彦根市,722,彦根市石寺町　 ,75,1647803,-8473495,0351409595,1361051840,
01,消火栓,彦根市,723,彦根市石寺町　 ,75,1651460,-8465375,0351412228,1361053292,
01,消火栓,彦根市,724,彦根市石寺町　 ,75,1657213,-8476124,0351408736,1361055560,
01,消火栓,彦根市,725,彦根市石寺町　 ,100,1701266,-8576206,0351336228,1361112912,
01,消火栓,彦根市,726,彦根市石寺町　 ,75,1706731,-8578414,0351335508,1361115072,
01,消火栓,彦根市,727,彦根市石寺町　 ,100,1705016,-8586071,0351333024,1361114388,
01,消火栓,彦根市,728,彦根市石寺町　 ,250,1702116,-8592510,0351330936,1361113236,
01,消火栓,彦根市,729,彦根市下岡部町　 ,75,1729600,-8590794,0351331476,1361124108,
01,消火栓,彦根市,730,彦根市下岡部町　 ,250,1737811,-8600761,0351328236,1361127348,
01,消火栓,彦根市,731,彦根市稲里町　 ,75,1779092,-8626193,0351319956,1361143656,
01,消火栓,彦根市,732,彦根市稲里町　 ,75,1790522,-8614047,0351323891,1361148186,
01,消火栓,彦根市,733,彦根市稲里町　 ,75,1788051,-8599443,0351328632,1361147220,
01,消火栓,彦根市,734,彦根市日夏町　 ,75,1925207,-8552685,0351343716,1361241508,
01,消火栓,彦根市,735,彦根市清崎町　 ,200,1899710,-8572260,0351337381,1361231407,
01,消火栓,彦根市,736,彦根市清崎町　 ,200,1875802,-8604257,0351327012,1361221924,
01,消火栓,彦根市,737,彦根市清崎町　 ,200,1864334,-8604391,0351326976,1361217388,
01,消火栓,彦根市,738,彦根市稲里町　 ,200,1851143,-8607524,0351325968,1361212168,
01,消火栓,彦根市,739,彦根市稲里町　 ,200,1845152,-8619319,0351322144,1361209789,
01,消火栓,彦根市,740,彦根市稲里町　 ,75,1854885,-8625961,0351319982,1361213633,
01,消火栓,彦根市,741,彦根市稲里町　 ,75,1867945,-8633778,0351317436,1361218792,
01,消火栓,彦根市,742,彦根市稲里町　 ,250,1811391,-8664619,0351307464,1361156400,
01,消火栓,彦根市,743,彦根市稲里町　 ,100,1793366,-8663545,0351307824,1361149272,
01,消火栓,彦根市,744,彦根市稲里町　 ,75,1784727,-8668110,0351306348,1361145852,
01,消火栓,彦根市,745,彦根市稲里町　 ,100,1785559,-8674431,0351304296,1361146176,
01,消火栓,彦根市,746,彦根市稲里町　 ,75,1795024,-8673303,0351304656,1361149920,
01,消火栓,彦根市,747,彦根市稲里町　 ,250,1805364,-8674843,0351304150,1361154009,
01,消火栓,彦根市,748,彦根市稲里町　 ,250,1799932,-8683024,0351301498,1361151854,
01,消火栓,彦根市,749,彦根市稲里町　 ,75,1788669,-8682190,0351301776,1361147400,
01,消火栓,彦根市,750,彦根市稲里町　 ,100,1782034,-8687083,0351300192,1361144772,
01,消火栓,彦根市,751,彦根市稲里町　 ,100,1775865,-8697633,0351256772,1361142324,
01,消火栓,彦根市,752,彦根市稲里町　 ,250,1783437,-8706159,0351254000,1361145312,
01,消火栓,彦根市,753,彦根市下岡部町　 ,250,1675973,-8630272,0351318696,1361102868,
01,消火栓,彦根市,754,彦根市下岡部町　 ,250,1668616,-8639049,0351315852,1361059952,
01,消火栓,彦根市,755,彦根市下岡部町　 ,75,1659424,-8639731,0351315636,1361056316,
01,消火栓,彦根市,756,彦根市下岡部町　 ,250,1659896,-8648604,0351312756,1361056496,
01,消火栓,彦根市,757,彦根市下岡部町　 ,250,1647996,-8661936,0351308436,1361051780,
01,消火栓,彦根市,758,彦根市下西川町　 ,100,1636052,-8650977,0351312000,1361047064,
01,消火栓,彦根市,759,彦根市下西川町　 ,100,1628212,-8644225,0351314196,1361043968,
01,消火栓,彦根市,760,彦根市下西川町　 ,100,1615004,-8638924,0351315924,1361038748,
01,消火栓,彦根市,761,彦根市甲崎町　 ,200,1606524,-8630731,0351318588,1361035400,
01,消火栓,彦根市,762,彦根市甲崎町　 ,200,1598402,-8618766,0351322476,1361032195,
01,消火栓,彦根市,763,彦根市甲崎町　 ,200,1585460,-8608916,0351325680,1361027084,
01,消火栓,彦根市,764,彦根市甲崎町　 ,100,1577432,-8598504,0351329064,1361023916,
01,消火栓,彦根市,765,彦根市甲崎町　 ,200,1575711,-8603055,0351327588,1361023232,
01,消火栓,彦根市,766,彦根市甲崎町　 ,150,1566064,-8603626,0351327408,1361019416,
01,消火栓,彦根市,767,彦根市甲崎町　 ,100,1592762,-8620439,0351321936,1361029964,
01,消火栓,彦根市,768,彦根市下西川町　 ,200,1608279,-8645148,0351313908,1361036084,
01,消火栓,彦根市,769,彦根市下西川町　 ,200,1618035,-8654448,0351310884,1361039936,
01,消火栓,彦根市,770,彦根市下西川町　 ,75,1620025,-8647345,0351313188,1361040728,
01,消火栓,彦根市,771,彦根市下西川町　 ,75,1628776,-8654207,0351310956,1361044184,
01,消火栓,彦根市,772,彦根市上西川町　 ,200,1629432,-8664965,0351307464,1361044436,
01,消火栓,彦根市,773,彦根市上西川町　 ,250,1639553,-8674042,0351304512,1361048432,
01,消火栓,彦根市,774,彦根市上西川町　 ,125,1652230,-8687441,0351300156,1361053436,
01,消火栓,彦根市,775,彦根市上岡部町　 ,100,1667970,-8683308,0351301488,1361059664,
01,消火栓,彦根市,776,彦根市上岡部町　 ,100,1663343,-8691968,0351258680,1361057828,
01,消火栓,彦根市,777,彦根市上岡部町　 ,100,1671638,-8698054,0351256700,1361101104,
01,消火栓,彦根市,778,彦根市上岡部町　 ,75,1663267,-8700177,0351256016,1361057792,
01,消火栓,彦根市,779,彦根市上岡部町　 ,125,1655346,-8698971,0351256412,1361054660,
01,消火栓,彦根市,780,彦根市上岡部町　 ,125,1649988,-8706080,0351254108,1361052536,
01,消火栓,彦根市,781,彦根市田原町　 ,125,1652835,-8719718,0351249680,1361053652,
01,消火栓,彦根市,782,彦根市田原町　 ,125,1648844,-8727934,0351247016,1361052068,
01,消火栓,彦根市,783,彦根市田原町　 ,125,1655411,-8734688,0351244820,1361054660,
01,消火栓,彦根市,784,彦根市田原町　 ,125,1659261,-8749212,0351240104,1361056172,
01,消火栓,彦根市,785,彦根市薩摩町　 ,200,1514877,-8565046,0351339958,1360959196,
01,消火栓,彦根市,786,彦根市薩摩町　 ,75,1490274,-8550909,0351344559,1360949474,
01,消火栓,彦根市,787,彦根市薩摩町　 ,125,1481851,-8550172,0351344803,1360946143,
01,消火栓,彦根市,788,彦根市薩摩町　 ,100,1472328,-8555976,0351342924,1360942372,
01,消火栓,彦根市,789,彦根市薩摩町　 ,75,1463920,-8554691,0351343345,1360939047,
01,消火栓,彦根市,790,彦根市薩摩町　 ,100,1462695,-8564976,0351340008,1360938556,
01,消火栓,彦根市,791,彦根市柳川町　 ,100,1455246,-8573348,0351337295,1360935604,
01,消火栓,彦根市,792,彦根市柳川町　 ,75,1441945,-8582699,0351334267,1360930338,
01,消火栓,彦根市,793,彦根市柳川町　 ,75,1434610,-8589202,0351332159,1360927432,
01,消火栓,彦根市,794,彦根市柳川町　 ,150,1420634,-8615069,0351323772,1360921888,
01,消火栓,彦根市,795,彦根市柳川町　 ,75,1442032,-8592531,0351331076,1360930366,
01,消火栓,彦根市,796,彦根市柳川町　 ,75,1451080,-8587069,0351332844,1360933948,
01,消火栓,彦根市,797,彦根市柳川町　 ,75,1458716,-8581066,0351334788,1360936972,
01,消火栓,彦根市,798,彦根市薩摩町　 ,75,1464329,-8574859,0351336800,1360939196,
01,消火栓,彦根市,799,彦根市薩摩町　 ,75,1473807,-8570282,0351338280,1360942948,
01,消火栓,彦根市,800,彦根市薩摩町　 ,75,1475795,-8561405,0351341160,1360943740,
01,消火栓,彦根市,801,彦根市薩摩町　 ,125,1488165,-8556505,0351342744,1360948636,
01,消火栓,彦根市,802,彦根市普光寺町　 ,75,1501387,-8674253,0351304522,1360953789,
01,消火栓,彦根市,803,彦根市普光寺町　 ,75,1507293,-8674605,0351304404,1360956124,
01,消火栓,彦根市,804,彦根市普光寺町　 ,75,1509760,-8680369,0351302532,1360957096,
01,消火栓,彦根市,805,彦根市普光寺町　 ,75,1503518,-8686780,0351300455,1360954623,
01,消火栓,彦根市,806,彦根市普光寺町　 ,150,1520788,-8681683,0351302100,1361001457,
01,消火栓,彦根市,807,彦根市普光寺町　 ,150,1513735,-8693079,0351258405,1360958660,
01,消火栓,彦根市,808,彦根市普光寺町　 ,75,1523536,-8698870,0351256520,1361002532,
01,消火栓,彦根市,809,彦根市南三ツ谷町　 ,100,1411889,-8727447,0351247304,1360918360,
01,消火栓,彦根市,810,彦根市南三ツ谷町　 ,100,1422369,-8734419,0351245036,1360922500,
01,消火栓,彦根市,811,彦根市南三ツ谷町　 ,75,1433291,-8733514,0351245324,1360926820,
01,消火栓,彦根市,812,彦根市南三ツ谷町　 ,75,1420014,-8742409,0351242444,1360921564,
01,消火栓,彦根市,813,彦根市南三ツ谷町　 ,100,1434215,-8742054,0351242552,1360927180,
01,消火栓,彦根市,814,彦根市南三ツ谷町　 ,150,1429496,-8751490,0351239492,1360925308,
01,消火栓,彦根市,815,彦根市南三ツ谷町　 ,75,1420665,-8751060,0351239636,1360921816,
01,消火栓,彦根市,816,彦根市南三ツ谷町　 ,75,1438700,-8757354,0351237584,1360928944,
01,消火栓,彦根市,817,彦根市南三ツ谷町　 ,75,1429877,-8762027,0351236072,1360925452,
01,消火栓,彦根市,818,彦根市田附町　 ,150,1365247,-8654468,0351311013,1360859958,
01,消火栓,彦根市,819,彦根市田附町　 ,75,1355111,-8658037,0351309860,1360855947,
01,消火栓,彦根市,820,彦根市田附町　 ,150,1348713,-8665760,0351307356,1360853412,
01,消火栓,彦根市,821,彦根市田附町　 ,150,1337252,-8671545,0351305484,1360848876,
01,消火栓,彦根市,822,彦根市新海町　 ,100,1331326,-8726793,0351247556,1360846500,
01,消火栓,彦根市,823,彦根市新海町　 ,100,1322595,-8732241,0351245792,1360843044,
01,消火栓,彦根市,824,彦根市新海町　 ,100,1312862,-8737468,0351244100,1360839192,
01,消火栓,彦根市,825,彦根市新海町　 ,75,1291097,-8732064,0351245864,1360830588,
01,消火栓,彦根市,826,彦根市新海町　 ,75,1281624,-8727752,0351247268,1360826844,
01,消火栓,彦根市,827,彦根市新海町　 ,75,1279362,-8737294,0351244172,1360825944,
01,消火栓,彦根市,828,彦根市新海町　 ,75,1274545,-8743291,0351242228,1360824036,
01,消火栓,彦根市,829,彦根市新海町　 ,150,1275739,-8750167,0351239996,1360824504,
01,消火栓,彦根市,830,彦根市新海町　 ,75,1285102,-8741169,0351242912,1360828212,
01,消火栓,彦根市,831,彦根市新海町　 ,75,1291742,-8737388,0351244136,1360830840,
01,消火栓,彦根市,832,彦根市新海町　 ,100,1299674,-8745474,0351241508,1360833972,
01,消火栓,彦根市,833,彦根市新海町　 ,150,1298228,-8752908,0351239096,1360833396,
01,消火栓,彦根市,834,彦根市新海町　 ,75,1290037,-8754583,0351238556,1360830156,
01,消火栓,彦根市,835,彦根市新海町　 ,75,1286861,-8761798,0351236216,1360828896,
01,消火栓,彦根市,836,彦根市新海町　 ,75,1279408,-8770238,0351233480,1360825944,
01,消火栓,彦根市,837,彦根市田附町　 ,75,1368713,-8791756,0351226454,1360901247,
01,消火栓,彦根市,838,彦根市田附町　 ,75,1377943,-8797295,0351224652,1360904893,
