水利種別(消火栓),水利種別(消火栓)名,市町村(消火栓)名,担当区内通番(消火栓),設置場所-1(消火栓),配管径,Ｘ座標(栓)(座標),Ｙ座標(栓)(座標),緯度(栓)(座標),経度(栓)(座標),備考
01,消火栓,彦根市,1,彦根市甲田町　 ,75,2650153,-7803609,0351746231,1361729125,
01,消火栓,彦根市,2,彦根市甲田町　 ,100,2648997,-7814141,0351742814,1361728655,
01,消火栓,彦根市,3,彦根市甲田町　 ,125,2626660,-7835459,0351735916,1361719788,
01,消火栓,彦根市,4,彦根市下矢倉町　 ,125,2627897,-7885150,0351719788,1361720220,
01,消火栓,彦根市,5,彦根市下矢倉町　 ,125,2621669,-7902847,0351714050,1361717735,
01,消火栓,彦根市,6,彦根市鳥居本町　 ,150,2621463,-7924658,0351706972,1361717628,
01,消火栓,彦根市,7,彦根市鳥居本町　 ,150,2623040,-7935302,0351703516,1361718240,
01,消火栓,彦根市,8,彦根市鳥居本町　 ,125,2613125,-7934887,0351703660,1361714316,
01,消火栓,彦根市,9,彦根市鳥居本町　 ,125,2597173,-7922509,0351707692,1361708016,
01,消火栓,彦根市,10,彦根市宮田町　 ,125,2573224,-7912373,0351711004,1361658548,
01,消火栓,彦根市,11,彦根市宮田町　 ,125,2563747,-7905855,0351713128,1361654804,
01,消火栓,彦根市,12,彦根市宮田町　 ,75,2557630,-7897664,0351715792,1361652392,
01,消火栓,彦根市,13,彦根市宮田町　 ,125,2554553,-7903330,0351713956,1361651168,
01,消火栓,彦根市,14,彦根市宮田町　 ,100,2553552,-7935168,0351703624,1361650736,
01,消火栓,彦根市,15,彦根市宮田町　 ,75,2535085,-7933778,0351704091,1361643428,
01,消火栓,彦根市,16,彦根市宮田町　 ,75,2538543,-7867962,0351725449,1361644870,
01,消火栓,彦根市,17,彦根市宮田町　 ,75,2531961,-7857582,0351728824,1361642276,
01,消火栓,彦根市,18,彦根市松原町　 ,100,2351729,-7795620,0351749092,1361530996,
01,消火栓,彦根市,19,彦根市松原町　 ,100,2359457,-7794934,0351749308,1361534056,
01,消火栓,彦根市,20,彦根市松原町　 ,100,2367653,-7810226,0351744338,1361537285,
01,消火栓,彦根市,21,彦根市松原町　 ,100,2358908,-7810064,0351744398,1361533823,
01,消火栓,彦根市,22,彦根市松原町　 ,150,2360356,-7825547,0351739372,1361534380,
01,消火栓,彦根市,23,彦根市松原町　 ,100,2371754,-7826155,0351739165,1361538892,
01,消火栓,彦根市,24,彦根市松原町　 ,200,2362215,-7840960,0351734368,1361535100,
01,消火栓,彦根市,25,彦根市松原町　 ,100,2370148,-7840349,0351734560,1361538241,
01,消火栓,彦根市,26,彦根市松原町　 ,200,2365082,-7859144,0351728464,1361536216,
01,消火栓,彦根市,27,彦根市松原町　 ,200,2351420,-7886357,0351719644,1361530780,
01,消火栓,彦根市,28,彦根市松原町　 ,200,2323788,-7927803,0351706216,1361519800,
01,消火栓,彦根市,29,彦根市松原町　 ,75,2314511,-7928049,0351706144,1361516128,
01,消火栓,彦根市,30,彦根市松原町　 ,75,2308436,-7935274,0351703804,1361513716,
01,消火栓,彦根市,31,彦根市松原町　 ,200,2319094,-7939539,0351702411,1361517930,
01,消火栓,彦根市,32,彦根市松原町　 ,150,2359899,-7963759,0351654516,1361534056,
01,消火栓,彦根市,33,彦根市松原町　 ,100,2369319,-8018309,0351636804,1361537728,
01,消火栓,彦根市,34,彦根市松原町　 ,100,2373945,-8013306,0351638424,1361539564,
01,消火栓,彦根市,35,彦根市松原町　 ,75,2414248,-7982251,0351648468,1361555548,
01,消火栓,彦根市,36,彦根市松原町　 ,75,2423452,-7988549,0351646416,1361559184,
01,消火栓,彦根市,37,彦根市松原町　 ,50,2428404,-7969679,0351652536,1361601164,
01,消火栓,彦根市,38,彦根市古沢町　 ,100,2438015,-7992059,0351645264,1361604944,
01,消火栓,彦根市,39,彦根市松原町　 ,75,2424120,-8000194,0351642636,1361559436,
01,消火栓,彦根市,40,彦根市松原町　 ,75,2411392,-8002447,0351641916,1361554396,
01,消火栓,彦根市,41,彦根市松原町　 ,75,2415859,-8006206,0351640692,1361556160,
01,消火栓,彦根市,42,彦根市松原町　 ,100,2426406,-8004625,0351641196,1361600336,
01,消火栓,彦根市,43,彦根市古沢町　 ,75,2426821,-8023925,0351634932,1361600480,
01,消火栓,彦根市,44,彦根市松原町　 ,100,2413184,-8026291,0351634176,1361555080,
01,消火栓,彦根市,45,彦根市古沢町　 ,100,2407753,-8036510,0351630864,1361552920,
01,消火栓,彦根市,46,彦根市古沢町　 ,75,2415026,-8034938,0351631368,1361555800,
01,消火栓,彦根市,47,彦根市古沢町　 ,100,2403690,-8047946,0351627156,1361551300,
01,消火栓,彦根市,48,彦根市松原町　 ,150,2390956,-8048313,0351627048,1361546260,
01,消火栓,彦根市,49,彦根市古沢町　 ,75,2427570,-8031576,0351632448,1361600768,
01,消火栓,彦根市,50,彦根市古沢町　 ,75,2423597,-8042569,0351628884,1361559184,
01,消火栓,彦根市,51,彦根市古沢町　 ,350,2416800,-8052015,0351625824,1361556484,
01,消火栓,彦根市,52,彦根市船町　 ,75,2407003,-8062025,0351622584,1361552596,
01,消火栓,彦根市,53,彦根市船町　 ,150,2398640,-8064376,0351621828,1361549284,
01,消火栓,彦根市,54,彦根市船町　 ,150,2414209,-8069659,0351620100,1361555440,
01,消火栓,彦根市,55,彦根市船町　 ,350,2426372,-8067688,0351620729,1361600256,
01,消火栓,彦根市,56,彦根市旭町　 ,75,2418605,-8080629,0351616536,1361557168,
01,消火栓,彦根市,57,彦根市古沢町　 ,75,2447281,-8021318,0351635760,1361608580,
01,消火栓,彦根市,58,彦根市古沢町　 ,75,2447900,-8048493,0351626940,1361608796,
01,消火栓,彦根市,59,彦根市古沢町　 ,75,2449747,-8058582,0351623664,1361609516,
01,消火栓,彦根市,60,彦根市古沢町　 ,100,2441398,-8065925,0351621288,1361606204,
01,消火栓,彦根市,61,彦根市古沢町　 ,150,2438151,-8076361,0351617904,1361604908,
01,消火栓,彦根市,62,彦根市古沢町　 ,150,2448904,-8083098,0351615708,1361609156,
01,消火栓,彦根市,63,彦根市古沢町　 ,75,2461173,-8078961,0351617040,1361614016,
01,消火栓,彦根市,64,彦根市古沢町　 ,150,2453022,-8092405,0351612684,1361610776,
01,消火栓,彦根市,65,彦根市古沢町　 ,150,2452408,-8100615,0351610020,1361610524,
01,消火栓,彦根市,66,彦根市駅東町,150,2451245,-8107939,0351607644,1361610056,
01,消火栓,彦根市,67,彦根市古沢町　 ,150,2453450,-8115920,0351605052,1361610920,
01,消火栓,彦根市,68,彦根市古沢町　 ,150,2453378,-8122908,0351602784,1361610884,
01,消火栓,彦根市,69,彦根市外町　 ,150,2453507,-8136662,0351558320,1361610920,
01,消火栓,彦根市,70,彦根市里根町　 ,150,2465260,-8143286,0351556160,1361615564,
01,消火栓,彦根市,71,彦根市里根町　 ,150,2471454,-8146153,0351555224,1361618012,
01,消火栓,彦根市,72,彦根市里根町　 ,75,2464672,-8152122,0351553293,1361615322,
01,消火栓,彦根市,73,彦根市里根町　 ,150,2470944,-8159243,0351550976,1361617796,
01,消火栓,彦根市,74,彦根市鳥居本町　 ,150,2612896,-7946090,0351700024,1361714213,
01,消火栓,彦根市,75,彦根市鳥居本町　 ,150,2611673,-7958681,0351655939,1361713714,
01,消火栓,彦根市,76,彦根市鳥居本町　 ,75,2616579,-7965492,0351653724,1361715648,
01,消火栓,彦根市,77,彦根市鳥居本町　 ,150,2608618,-7973631,0351651090,1361712488,
01,消火栓,彦根市,78,彦根市鳥居本町　 ,150,2605976,-7987559,0351646572,1361711426,
01,消火栓,彦根市,79,彦根市鳥居本町　 ,100,2619665,-7994545,0351644292,1361716836,
01,消火栓,彦根市,80,彦根市鳥居本町　 ,75,2632562,-7986728,0351646817,1361721949,
01,消火栓,彦根市,81,彦根市鳥居本町　 ,150,2602687,-8005465,0351640764,1361710104,
01,消火栓,彦根市,82,彦根市佐和山町　 ,75,2569708,-7987257,0351646704,1361657072,
01,消火栓,彦根市,83,彦根市佐和山町　 ,75,2556613,-7988071,0351646452,1361651888,
01,消火栓,彦根市,84,彦根市佐和山町　 ,75,2555887,-8021017,0351635760,1361651564,
01,消火栓,彦根市,85,彦根市佐和山町　 ,75,2530763,-8046489,0351627516,1361641592,
01,消火栓,彦根市,86,彦根市佐和山町　 ,150,2547938,-8040451,0351629460,1361648396,
01,消火栓,彦根市,87,彦根市鳥居本町　 ,150,2582672,-8035694,0351630972,1361702148,
01,消火栓,彦根市,88,彦根市鳥居本町　 ,200,2597039,-8033989,0351631512,1361707836,
01,消火栓,彦根市,89,彦根市鳥居本町　 ,150,2599637,-8020005,0351636048,1361708880,
01,消火栓,彦根市,90,彦根市鳥居本町　 ,125,2618220,-8029269,0351633024,1361716224,
01,消火栓,彦根市,91,彦根市鳥居本町　 ,75,2640583,-8020025,0351636003,1361725086,
01,消火栓,彦根市,92,彦根市鳥居本町　 ,75,2662120,-7996322,0351643675,1361733637,
01,消火栓,彦根市,93,彦根市鳥居本町　 ,75,2658727,-8008296,0351639792,1361732280,
01,消火栓,彦根市,94,彦根市鳥居本町　 ,75,2668088,-8005828,0351640584,1361735988,
01,消火栓,彦根市,95,彦根市鳥居本町　 ,75,2679562,-8010231,0351639144,1361740524,
01,消火栓,彦根市,96,彦根市鳥居本町　 ,75,2677127,-8017227,0351636876,1361739552,
01,消火栓,彦根市,97,彦根市鳥居本町　 ,125,2660495,-8021713,0351635436,1361732964,
01,消火栓,彦根市,98,彦根市鳥居本町　 ,125,2660978,-8031251,0351632340,1361733144,
01,消火栓,彦根市,99,彦根市鳥居本町　 ,200,2594441,-8047751,0351627048,1361706792,
01,消火栓,彦根市,100,彦根市小野町　 ,200,2581451,-8085946,0351614664,1361701608,
01,消火栓,彦根市,101,彦根市小野町　 ,200,2578587,-8102371,0351609336,1361700456,
01,消火栓,彦根市,102,彦根市小野町　 ,200,2575722,-8118352,0351604152,1361659304,
01,消火栓,彦根市,103,彦根市小野町　 ,200,2571947,-8134558,0351558896,1361657792,
01,消火栓,彦根市,104,彦根市松原町　 ,150,2300478,-7953375,0351657936,1361510548,
01,消火栓,彦根市,105,彦根市松原２丁目　 ,75,2296523,-7961926,0351655164,1361508974,
01,消火栓,彦根市,106,彦根市松原２丁目　 ,75,2292330,-7971837,0351651951,1361507304,
01,消火栓,彦根市,107,彦根市松原２丁目　 ,100,2292630,-7978575,0351649764,1361507416,
01,消火栓,彦根市,108,彦根市松原１丁目　 ,150,2305435,-7971110,0351652176,1361512492,
01,消火栓,彦根市,109,彦根市松原２丁目　 ,75,2310321,-7961004,0351655452,1361514436,
01,消火栓,彦根市,110,彦根市松原町　 ,75,2318703,-7966307,0351653724,1361517748,
01,消火栓,彦根市,111,彦根市松原１丁目　 ,75,2313173,-7973531,0351651384,1361515552,
01,消火栓,彦根市,112,彦根市松原１丁目　 ,75,2306459,-7979982,0351649296,1361512888,
01,消火栓,彦根市,113,彦根市松原１丁目　 ,75,2324212,-7986370,0351647208,1361519908,
01,消火栓,彦根市,114,彦根市松原１丁目　 ,100,2317410,-7994374,0351644616,1361517208,
01,消火栓,彦根市,115,彦根市松原１丁目　 ,150,2309677,-7993506,0351644904,1361514148,
01,消火栓,彦根市,116,彦根市松原１丁目　 ,150,2303110,-7986646,0351647136,1361511556,
01,消火栓,彦根市,117,彦根市松原２丁目　 ,75,2283090,-7979336,0351649525,1361503640,
01,消火栓,彦根市,118,彦根市馬場２丁目　 ,75,2266608,-7989014,0351646397,1361457107,
01,消火栓,彦根市,119,彦根市馬場２丁目　 ,75,2279568,-7992806,0351645156,1361502232,
01,消火栓,彦根市,120,彦根市馬場２丁目　 ,75,2282920,-7987473,0351646884,1361503564,
01,消火栓,彦根市,121,彦根市馬場２丁目　 ,100,2280498,-8001012,0351642492,1361502592,
01,消火栓,彦根市,122,彦根市馬場１丁目　 ,100,2277888,-8012000,0351638928,1361501548,
01,消火栓,彦根市,123,彦根市馬場１丁目　 ,150,2285808,-8014421,0351638136,1361504680,
01,消火栓,彦根市,124,彦根市馬場１丁目　 ,200,2271465,-8025993,0351634392,1361458992,
01,消火栓,彦根市,125,彦根市馬場１丁目　 ,75,2268348,-8016129,0351637596,1361457768,
01,消火栓,彦根市,126,彦根市馬場１丁目　 ,75,2261546,-8024132,0351635004,1361455068,
01,消火栓,彦根市,127,彦根市馬場１丁目　 ,200,2260307,-8038223,0351630432,1361454564,
01,消火栓,彦根市,128,彦根市馬場１丁目　 ,100,2252842,-8035690,0351631260,1361451612,
01,消火栓,彦根市,129,彦根市城町２丁目　 ,75,2240787,-8043565,0351628714,1361446833,
01,消火栓,彦根市,130,彦根市城町２丁目　 ,50,2235870,-8050929,0351626328,1361444880,
01,消火栓,彦根市,132,彦根市長曽根町　 ,75,2225104,-8045866,0351627980,1361440624,
01,消火栓,彦根市,133,彦根市長曽根町　 ,75,2221831,-8038540,0351630360,1361439336,
01,消火栓,彦根市,134,彦根市長曽根町　 ,75,2209754,-8046889,0351627660,1361434548,
01,消火栓,彦根市,135,彦根市長曽根町　 ,75,2219408,-8052079,0351625968,1361438364,
01,消火栓,彦根市,136,彦根市長曽根町　 ,75,2226705,-8060047,0351623376,1361441244,
01,消火栓,彦根市,137,彦根市城町２丁目　 ,75,2230248,-8057931,0351624060,1361442648,
01,消火栓,彦根市,138,彦根市城町２丁目　 ,200,2244378,-8056626,0351624472,1361448242,
01,消火栓,彦根市,139,彦根市城町２丁目８番２１号,200,2250719,-8049314,0351626840,1361450758,
01,消火栓,彦根市,140,彦根市城町２丁目　 ,100,2262711,-8053524,0351625464,1361455500,
01,消火栓,彦根市,141,彦根市城町２丁目　 ,100,2262178,-8058739,0351623772,1361455284,
01,消火栓,彦根市,142,彦根市城町２丁目　 ,125,2256735,-8064742,0351621828,1361453124,
01,消火栓,彦根市,143,彦根市城町２丁目　 ,75,2245550,-8066212,0351621360,1361448696,
01,消火栓,彦根市,144,彦根市栄町２丁目　 ,200,2233819,-8067683,0351620892,1361444052,
01,消火栓,彦根市,145,彦根市栄町２丁目　 ,200,2223004,-8071481,0351619668,1361439768,
01,消火栓,彦根市,146,彦根市栄町２丁目　 ,200,2211479,-8082935,0351615960,1361435196,
01,消火栓,彦根市,147,彦根市中薮２丁目　 ,200,2200585,-8091946,0351613044,1361430876,
01,消火栓,彦根市,148,彦根市栄町２丁目　 ,100,2220488,-8084022,0351615600,1361438760,
01,消火栓,彦根市,149,彦根市栄町２丁目　 ,75,2227232,-8089219,0351613908,1361441424,
01,消火栓,彦根市,150,彦根市栄町２丁目　 ,100,2237485,-8078545,0351617364,1361445492,
01,消火栓,彦根市,151,彦根市栄町２丁目　 ,200,2242112,-8074324,0351618730,1361447328,
01,消火栓,彦根市,152,彦根市栄町２丁目　 ,200,2249939,-8080731,0351616644,1361450419,
01,消火栓,彦根市,153,彦根市城町２丁目　 ,75,2258687,-8076033,0351618162,1361453886,
01,消火栓,彦根市,154,彦根市城町１丁目　 ,125,2259408,-8086634,0351614721,1361454160,
01,消火栓,彦根市,155,彦根市栄町２丁目　 ,75,2249453,-8095244,0351611935,1361450212,
01,消火栓,彦根市,156,彦根市栄町２丁目　 ,75,2237712,-8096625,0351611496,1361445564,
01,消火栓,彦根市,157,彦根市中薮２丁目　 ,75,2218264,-8104437,0351608976,1361437860,
01,消火栓,彦根市,158,彦根市中薮２丁目　 ,75,2227833,-8111513,0351606672,1361441640,
01,消火栓,彦根市,159,彦根市中薮２丁目　 ,100,2240263,-8114639,0351605648,1361446556,
01,消火栓,彦根市,160,彦根市栄町２丁目　 ,75,2244025,-8104723,0351608863,1361448055,
01,消火栓,彦根市,161,彦根市栄町１丁目　 ,75,2256802,-8105222,0351608691,1361453111,
01,消火栓,彦根市,162,彦根市中薮１丁目　 ,75,2250959,-8119331,0351604116,1361450784,
01,消火栓,彦根市,163,彦根市中薮１丁目　 ,75,2243963,-8122898,0351602964,1361448012,
01,消火栓,彦根市,164,彦根市中薮１丁目　 ,75,2254445,-8129630,0351600771,1361452153,
01,消火栓,彦根市,165,彦根市栄町１丁目　 ,75,2266156,-8105890,0351608466,1361456812,
01,消火栓,彦根市,166,彦根市城町１丁目　 ,200,2268809,-8097075,0351611325,1361457870,
01,消火栓,彦根市,167,彦根市城町１丁目　 ,75,2268443,-8083047,0351615878,1361457739,
01,消火栓,彦根市,168,彦根市城町２丁目　 ,150,2268920,-8073302,0351619040,1361457938,
01,消火栓,彦根市,169,彦根市城町２丁目　 ,125,2276069,-8063174,0351622322,1361500777,
01,消火栓,彦根市,170,彦根市金亀町　 ,125,2281974,-8054187,0351625233,1361503123,
01,消火栓,彦根市,171,彦根市金亀町　 ,75,2298124,-8028809,0351633456,1361509540,
01,消火栓,彦根市,172,彦根市金亀町　 ,75,2326928,-8038319,0351630346,1361520930,
01,消火栓,彦根市,173,彦根市松原町　 ,300,2343773,-8017151,0351637202,1361527619,
01,消火栓,彦根市,174,彦根市松原町　 ,300,2364442,-8031522,0351632520,1361535784,
01,消火栓,彦根市,175,彦根市尾末町　 ,75,2351651,-8044977,0351628164,1361530708,
01,消火栓,彦根市,176,彦根市金亀町　 ,100,2344109,-8067985,0351620703,1361527699,
01,消火栓,彦根市,177,彦根市池州町　 ,125,2328084,-8093684,0351612376,1361521331,
01,消火栓,彦根市,178,彦根市金亀町　 ,125,2319249,-8085888,0351614914,1361517843,
01,消火栓,彦根市,179,彦根市金亀町　 ,125,2308595,-8076697,0351617906,1361513636,
01,消火栓,彦根市,180,彦根市金亀町　 ,125,2296541,-8066273,0351621299,1361508876,
01,消火栓,彦根市,181,彦根市城町１丁目　 ,75,2283806,-8076496,0351617991,1361503826,
01,消火栓,彦根市,182,彦根市城町１丁目　 ,200,2279793,-8082139,0351616163,1361502232,
01,消火栓,彦根市,183,彦根市城町１丁目　 ,75,2275701,-8091015,0351613286,1361500604,
01,消火栓,彦根市,184,彦根市栄町１丁目　 ,200,2277212,-8104402,0351608940,1361501188,
01,消火栓,彦根市,185,彦根市栄町１丁目　 ,75,2278506,-8112718,0351606240,1361501692,
01,消火栓,彦根市,186,彦根市池州町　 ,75,2267784,-8130261,0351600555,1361457432,
01,消火栓,彦根市,187,彦根市芹橋２丁目　 ,200,2274121,-8141458,0351556916,1361459928,
01,消火栓,彦根市,188,彦根市芹橋２丁目　 ,200,2286862,-8129241,0351600871,1361504982,
01,消火栓,彦根市,189,彦根市池州町　 ,75,2287491,-8122339,0351603110,1361505238,
01,消火栓,彦根市,190,彦根市本町３丁目　 ,200,2286831,-8113499,0351605980,1361504986,
01,消火栓,彦根市,191,彦根市本町３丁目　 ,75,2288675,-8100111,0351610323,1361505729,
01,消火栓,彦根市,192,彦根市本町３丁目　 ,200,2290545,-8091977,0351612961,1361506477,
01,消火栓,彦根市,193,彦根市本町２丁目　 ,75,2295058,-8085872,0351614939,1361508269,
01,消火栓,彦根市,194,彦根市本町２丁目　 ,75,2306250,-8094443,0351612148,1361512690,
01,消火栓,彦根市,195,彦根市本町３丁目　 ,200,2301097,-8099298,0351610577,1361510646,
01,消火栓,彦根市,196,彦根市本町２丁目　 ,75,2300362,-8109647,0351607219,1361510345,
01,消火栓,彦根市,197,彦根市本町３丁目　 ,200,2294812,-8124134,0351602521,1361508134,
01,消火栓,彦根市,198,彦根市芹橋２丁目　 ,75,2293204,-8133201,0351559580,1361507488,
01,消火栓,彦根市,199,彦根市芹橋２丁目　 ,150,2280574,-8139112,0351557672,1361502484,
01,消火栓,彦根市,200,彦根市芹橋２丁目　 ,150,2288869,-8145414,0351555620,1361505760,
01,消火栓,彦根市,201,彦根市芹橋２丁目　 ,150,2298320,-8141507,0351556880,1361509504,
01,消火栓,彦根市,202,彦根市本町２丁目　 ,250,2300940,-8134402,0351559184,1361510548,
01,消火栓,彦根市,203,彦根市本町１丁目　 ,150,2310843,-8125704,0351601999,1361514476,
01,消火栓,彦根市,204,彦根市本町２丁目　 ,75,2311221,-8117509,0351604658,1361514634,
01,消火栓,彦根市,205,彦根市本町２丁目　 ,200,2308659,-8106129,0351608353,1361513631,
01,消火栓,彦根市,206,彦根市本町１丁目　 ,200,2318787,-8113444,0351605971,1361517632,
01,消火栓,彦根市,207,彦根市本町１丁目　 ,75,2328808,-8111147,0351606708,1361521600,
01,消火栓,彦根市,208,彦根市本町１丁目　 ,75,2320929,-8124700,0351602316,1361518468,
01,消火栓,彦根市,209,彦根市本町１丁目　 ,75,2315766,-8133476,0351559472,1361516416,
01,消火栓,彦根市,210,彦根市本町１丁目　 ,250,2310510,-8141365,0351556916,1361514328,
01,消火栓,彦根市,211,彦根市芹橋２丁目　 ,250,2299897,-8153372,0351553028,1361510116,
01,消火栓,彦根市,212,彦根市芹橋２丁目　 ,150,2309743,-8161556,0351550364,1361514004,
01,消火栓,彦根市,213,彦根市芹橋２丁目　 ,75,2307070,-8148030,0351554756,1361512960,
01,消火栓,彦根市,214,彦根市本町１丁目　 ,75,2321159,-8143557,0351556196,1361518540,
01,消火栓,彦根市,215,彦根市本町１丁目　 ,150,2325318,-8133452,0351559472,1361520196,
01,消火栓,彦根市,216,彦根市本町１丁目　 ,200,2329652,-8120906,0351603540,1361521924,
01,消火栓,彦根市,217,彦根市本町１丁目　 ,75,2333004,-8115462,0351605304,1361523256,
01,消火栓,彦根市,218,彦根市本町１丁目　 ,100,2340554,-8115221,0351605376,1361526244,
01,消火栓,彦根市,219,彦根市立花町　 ,75,2350330,-8103049,0351609318,1361530125,
01,消火栓,彦根市,220,彦根市立花町　 ,75,2360049,-8090636,0351613339,1361533985,
01,消火栓,彦根市,221,彦根市尾末町　 ,150,2357621,-8066592,0351621144,1361533048,
01,消火栓,彦根市,222,彦根市尾末町　 ,75,2364507,-8056828,0351624307,1361535784,
01,消火栓,彦根市,223,彦根市松原町　 ,350,2376470,-8039477,0351629928,1361540536,
01,消火栓,彦根市,224,彦根市元町　 ,150,2390054,-8059920,0351623282,1361545891,
01,消火栓,彦根市,225,彦根市元町　 ,150,2382430,-8071273,0351619604,1361542862,
01,消火栓,彦根市,226,彦根市尾末町　 ,150,2367630,-8068008,0351620676,1361537008,
01,消火栓,彦根市,227,彦根市佐和町　 ,75,2374309,-8082521,0351615960,1361539636,
01,消火栓,彦根市,228,彦根市佐和町　 ,150,2368240,-8092188,0351612828,1361537224,
01,消火栓,彦根市,229,彦根市立花町　 ,150,2360990,-8102855,0351609372,1361534344,
01,消火栓,彦根市,230,彦根市立花町　 ,150,2355282,-8111633,0351606528,1361532076,
01,消火栓,彦根市,231,彦根市中央町　 ,200,2348488,-8122632,0351602964,1361529376,
01,消火栓,彦根市,232,彦根市本町１丁目　 ,100,2340574,-8122875,0351602892,1361526244,
01,消火栓,彦根市,233,彦根市中央町　 ,200,2341139,-8130194,0351600516,1361526460,
01,消火栓,彦根市,234,彦根市本町１丁目　 ,150,2330786,-8137209,0351558248,1361522356,
01,消火栓,彦根市,235,彦根市中央町　 ,200,2336344,-8140412,0351557204,1361524552,
01,消火栓,彦根市,236,彦根市中央町　 ,200,2327630,-8147977,0351554756,1361521096,
01,消火栓,彦根市,237,彦根市銀座町　 ,250,2327736,-8153745,0351552884,1361521132,
01,消火栓,彦根市,238,彦根市本町１丁目　 ,250,2319899,-8148551,0351554576,1361518036,
01,消火栓,彦根市,239,彦根市芹橋２丁目　 ,150,2314645,-8157328,0351551732,1361515948,
01,消火栓,彦根市,240,彦根市芹橋１丁目　 ,150,2307483,-8167218,0351548528,1361513104,
01,消火栓,彦根市,241,彦根市芹橋１丁目　 ,150,2314754,-8164427,0351549428,1361515984,
01,消火栓,彦根市,242,彦根市芹橋１丁目　 ,75,2322205,-8161191,0351550472,1361518936,
01,消火栓,彦根市,243,彦根市銀座町　 ,100,2329925,-8156179,0351552092,1361521996,
01,消火栓,彦根市,244,彦根市中央町　 ,75,2346894,-8139386,0351557528,1361528728,
01,消火栓,彦根市,245,彦根市中央町　 ,150,2358220,-8125443,0351602044,1361533225,
01,消火栓,彦根市,246,彦根市立花町　 ,75,2357736,-8118212,0351604391,1361533040,
01,消火栓,彦根市,247,彦根市立花町　 ,75,2368649,-8109380,0351607248,1361537368,
01,消火栓,彦根市,248,彦根市立花町　 ,100,2372629,-8100717,0351610056,1361538952,
01,消火栓,彦根市,249,彦根市佐和町　 ,75,2377345,-8095380,0351611784,1361540824,
01,消火栓,彦根市,250,彦根市佐和町　 ,150,2387609,-8089585,0351613656,1361544892,
01,消火栓,彦根市,251,彦根市元町　 ,75,2394646,-8075915,0351618087,1361547691,
01,消火栓,彦根市,252,彦根市船町　 ,150,2405874,-8082327,0351615996,1361552128,
01,消火栓,彦根市,253,彦根市佐和町　 ,150,2397447,-8094773,0351611964,1361548780,
01,消火栓,彦根市,254,彦根市佐和町　 ,75,2389716,-8095237,0351611820,1361545720,
01,消火栓,彦根市,255,彦根市佐和町　 ,100,2383282,-8104350,0351608868,1361543164,
01,消火栓,彦根市,256,彦根市京町３丁目　 ,75,2376751,-8111577,0351606528,1361540572,
01,消火栓,彦根市,257,彦根市京町３丁目　 ,100,2369670,-8117253,0351604692,1361537764,
01,消火栓,彦根市,258,彦根市京町２丁目　 ,100,2366241,-8127799,0351601272,1361536396,
01,消火栓,彦根市,259,彦根市京町２丁目　 ,100,2358900,-8138356,0351557852,1361533480,
01,消火栓,彦根市,260,彦根市中央町　 ,75,2346010,-8149371,0351554288,1361528368,
01,消火栓,彦根市,261,彦根市錦町　 ,100,2344027,-8156587,0351551948,1361527576,
01,消火栓,彦根市,262,彦根市銀座町　 ,250,2335764,-8162598,0351550004,1361524300,
01,消火栓,彦根市,263,彦根市芹橋１丁目　 ,75,2331959,-8168708,0351548024,1361522788,
01,消火栓,彦根市,264,彦根市芹橋１丁目　 ,150,2322593,-8170396,0351547484,1361519080,
01,消火栓,彦根市,265,彦根市芹橋１丁目　 ,150,2331070,-8176697,0351545432,1361522428,
01,消火栓,彦根市,266,彦根市芹橋１丁目　 ,150,2336813,-8181230,0351543956,1361524696,
01,消火栓,彦根市,267,彦根市河原２丁目　 ,75,2335646,-8187223,0351542012,1361524228,
01,消火栓,彦根市,268,彦根市銀座町　 ,250,2346159,-8171778,0351547016,1361528404,
01,消火栓,彦根市,269,彦根市錦町　 ,250,2353056,-8164993,0351549212,1361531140,
01,消火栓,彦根市,270,彦根市京町２丁目　 ,75,2353486,-8155453,0351552308,1361531320,
01,消火栓,彦根市,271,彦根市京町２丁目　 ,100,2359857,-8156767,0351551876,1361533840,
01,消火栓,彦根市,272,彦根市京町２丁目　 ,250,2364387,-8149323,0351554288,1361535640,
01,消火栓,彦根市,273,彦根市京町２丁目　 ,75,2371278,-8140653,0351557096,1361538376,
01,消火栓,彦根市,274,彦根市京町３丁目　 ,200,2376712,-8131543,0351600048,1361540536,
01,消火栓,彦根市,275,彦根市京町３丁目　 ,75,2373788,-8126559,0351601668,1361539384,
01,消火栓,彦根市,276,彦根市京町３丁目　 ,200,2386228,-8117653,0351604548,1361544316,
01,消火栓,彦根市,277,彦根市京町３丁目　 ,200,2391120,-8109986,0351607032,1361546260,
01,消火栓,彦根市,278,彦根市佐和町　 ,200,2391921,-8103217,0351609228,1361546584,
01,消火栓,彦根市,279,彦根市佐和町　 ,75,2397465,-8101428,0351609804,1361548780,
01,消火栓,彦根市,280,彦根市旭町　 ,350,2411451,-8092628,0351612648,1361554324,
01,消火栓,彦根市,281,彦根市佐和町　 ,350,2404471,-8101853,0351609660,1361551552,
01,消火栓,彦根市,282,彦根市佐和町　 ,75,2401392,-8107297,0351607896,1361550328,
01,消火栓,彦根市,283,彦根市京町３丁目　 ,75,2393873,-8119185,0351604043,1361547340,
01,消火栓,彦根市,284,彦根市京町３丁目　 ,100,2385628,-8131520,0351600048,1361544064,
