全国地方公共団体コード,ID,地方公共団体名,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,口径,備考
332020,0100002705,岡山県倉敷市,消火栓,332020,,倉敷市連島町矢柄６１７２番地３地先,岡山県,倉敷市,,,,133.734594,34.552281,200,公設
332020,0100002706,岡山県倉敷市,消火栓,332020,,倉敷市連島４丁目７番２号地先,岡山県,倉敷市,,,,133.741489,34.553515,200,公設
332020,0100002707,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島４９５番地３地先,岡山県,倉敷市,,,,133.744854,34.557047,100,公設
332020,0100002708,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島５４７番地先,岡山県,倉敷市,,,,133.745891,34.559683,100,公設
332020,0100002709,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島５６番地３地先,岡山県,倉敷市,,,,133.746862,34.561093,250,公設
332020,0100002710,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島４０番地２地先,岡山県,倉敷市,,,,133.746595,34.562103,250,公設
332020,0100002711,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３５番地２６地先,岡山県,倉敷市,,,,133.746458,34.563375,250,公設
332020,0100002712,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田８８１番地先,岡山県,倉敷市,,,,133.713375,34.541968,200,公設
332020,0100002713,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３８番地地先,岡山県,倉敷市,,,,133.74864,34.56312,75,公設
332020,0100002714,岡山県倉敷市,消火栓,332020,,倉敷市連島町矢柄５６５８番地先,岡山県,倉敷市,,,,133.727509,34.555053,75,公設
332020,0100002715,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦３２１番地３地先,岡山県,倉敷市,,,,133.714025,34.550301,75,公設
332020,0100002716,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島１００８番地地先,岡山県,倉敷市,,,,133.736421,34.553531,75,公設
332020,0100002717,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島９２６番地先,岡山県,倉敷市,,,,133.735463,34.552284,200,公設
332020,0100002718,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３３番６４号地先,岡山県,倉敷市,,,,133.745922,34.564251,75,公設
332020,0100002719,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３３番地２地先,岡山県,倉敷市,,,,133.744637,34.565961,75,公設
332020,0100002720,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島１４２番地の２７２地先,岡山県,倉敷市,,,,133.74883,34.555761,100,公設
332020,0100002721,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２８０６番地地先,岡山県,倉敷市,,,,133.70564,34.533248,100,公設
332020,0100002722,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２５５５番地地先,岡山県,倉敷市,,,,133.707181,34.53326,100,公設
332020,0100002723,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２５７０番地の８地先,岡山県,倉敷市,,,,133.708338,34.532632,100,公設
332020,0100002724,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２７５１番地地先,岡山県,倉敷市,,,,133.709387,34.532093,100,公設
332020,0100002725,岡山県倉敷市,消火栓,332020,,倉敷市神田１丁目７番３９号地先,岡山県,倉敷市,,,,133.734187,34.53638,150,公設
332020,0100002726,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目６番５７号地先,岡山県,倉敷市,,,,133.735205,34.538404,100,公設
332020,0100002727,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目５番４９号地先,岡山県,倉敷市,,,,133.736015,34.540159,75,公設
332020,0100002728,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目３番３３号地先,岡山県,倉敷市,,,,133.73889,34.54228,200,公設
332020,0100002729,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３７番１４号地先,岡山県,倉敷市,,,,133.749078,34.561581,350,公設
332020,0100002730,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島６３番地地先,岡山県,倉敷市,,,,133.74923,34.560723,350,公設
332020,0100002731,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島６３番地先,岡山県,倉敷市,,,,133.749618,34.558252,350,公設
332020,0100002732,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島１１０番地先,岡山県,倉敷市,,,,133.749819,34.557022,350,公設
332020,0100002733,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田３１３０－４,岡山県,倉敷市,,,,133.725594,34.538879,150,公設
332020,0100002734,岡山県倉敷市,消火栓,332020,,倉敷市水島川崎通１丁目１番１８２号地先,岡山県,倉敷市,,,,133.725237,34.540248,150,公設
332020,0100002735,岡山県倉敷市,消火栓,332020,,倉敷市水島川崎通１丁目１番９５号地先,岡山県,倉敷市,,,,133.724453,34.541542,150,公設
332020,0100002736,岡山県倉敷市,消火栓,332020,,倉敷市水島川崎通１丁目地先,岡山県,倉敷市,,,,133.723783,34.542642,150,公設
332020,0100002737,岡山県倉敷市,消火栓,332020,,倉敷市水島川崎通１丁目１番１９号地先,岡山県,倉敷市,,,,133.722821,34.544193,150,公設
332020,0100002738,岡山県倉敷市,消火栓,332020,,倉敷市水島川崎通１丁目１番３１号地先,岡山県,倉敷市,,,,133.723719,34.543542,75,公設
332020,0100002739,岡山県倉敷市,消火栓,332020,,倉敷市水島川崎通１丁目１番５８号地先,岡山県,倉敷市,,,,133.72437,34.542192,75,公設
332020,0100002740,岡山県倉敷市,消火栓,332020,,倉敷市水島川崎通１丁目１番１６１号地先,岡山県,倉敷市,,,,133.725511,34.540671,75,公設
332020,0100002741,岡山県倉敷市,消火栓,332020,,倉敷市亀島２丁目１８番１３号地先,岡山県,倉敷市,,,,133.725518,34.54208,75,公設
332020,0100002742,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２１８３－８地先,岡山県,倉敷市,,,,133.714552,34.534746,200,公設
332020,0100002743,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦７７０番地先,岡山県,倉敷市,,,,133.708736,34.550355,100,公設
332020,0100002744,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦８００－１０地先,岡山県,倉敷市,,,,133.708148,34.54919,100,公設
332020,0100002745,岡山県倉敷市,消火栓,332020,,倉敷市神田１丁目２０番３号地先,岡山県,倉敷市,,,,133.732291,34.537926,150,公設
332020,0100002746,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３５－４７地先,岡山県,倉敷市,,,,133.744808,34.565524,250,公設
332020,0100002747,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島１８８７－１地先,岡山県,倉敷市,,,,133.743347,34.565546,150,公設
332020,0100002748,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島１７９３地先,岡山県,倉敷市,,,,133.743167,34.563854,100,公設
332020,0100002749,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島１６２６番地先,岡山県,倉敷市,,,,133.741656,34.560862,150,公設
332020,0100002750,岡山県倉敷市,消火栓,332020,,倉敷市亀島１丁目３３番４４号地先,岡山県,倉敷市,,,,133.727744,34.539414,200,公設
332020,0100002751,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目８番４１号地先,岡山県,倉敷市,,,,133.730278,34.539831,150,公設
332020,0100002752,岡山県倉敷市,消火栓,332020,,倉敷市亀島１丁目２２番１７号地先,岡山県,倉敷市,,,,133.731166,34.538736,75,公設
332020,0100002753,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目３番４５号地先,岡山県,倉敷市,,,,133.737817,34.541068,75,公設
332020,0100002754,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島２５４５番地先,岡山県,倉敷市,,,,133.739686,34.559527,100,公設
332020,0100002755,岡山県倉敷市,消火栓,332020,,倉敷市神田１丁目７番３１号地先,岡山県,倉敷市,,,,133.735262,34.536019,100,公設
332020,0100002756,岡山県倉敷市,消火栓,332020,,倉敷市神田１丁目１４番４号地先,岡山県,倉敷市,,,,133.733153,34.536687,100,公設
332020,0100002757,岡山県倉敷市,消火栓,332020,,倉敷市亀島１丁目２０番２０号,岡山県,倉敷市,,,,133.731673,34.537218,150,公設
332020,0100002758,岡山県倉敷市,消火栓,332020,,倉敷市亀島１丁目２１番２４号地先,岡山県,倉敷市,,,,133.732221,34.538401,150,公設
332020,0100002759,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目１番５２号地先,岡山県,倉敷市,,,,133.732592,34.539217,250,公設
332020,0100002760,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目２番４４号,岡山県,倉敷市,,,,133.733335,34.540866,250,公設
332020,0100002761,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目２番１２号地先,岡山県,倉敷市,,,,133.733984,34.542266,250,公設
332020,0100002762,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目３番２８号地先,岡山県,倉敷市,,,,133.734608,34.543625,250,公設
332020,0100002763,岡山県倉敷市,消火栓,332020,,倉敷市連島中央１丁目２番１号地先,岡山県,倉敷市,,,,133.732744,34.544616,500,公設
332020,0100002764,岡山県倉敷市,消火栓,332020,,倉敷市連島中央１丁目９番３８号地先,岡山県,倉敷市,,,,133.730984,34.545199,500,公設
332020,0100002765,岡山県倉敷市,消火栓,332020,,倉敷市連島中央４丁目４番３０号地先,岡山県,倉敷市,,,,133.728642,34.545758,500,公設
332020,0100002766,岡山県倉敷市,消火栓,332020,,倉敷市連島中央４丁目４番４号地先,岡山県,倉敷市,,,,133.727084,34.546189,500,公設
332020,0100002767,岡山県倉敷市,消火栓,332020,,倉敷市連島中央５丁目３１番２８号地先,岡山県,倉敷市,,,,133.725511,34.546613,500,公設
332020,0100002768,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島２８９３番地地先,岡山県,倉敷市,,,,133.734601,34.553549,200,公設
332020,0100002769,岡山県倉敷市,消火栓,332020,,倉敷市連島中央５丁目２８番１０号地先,岡山県,倉敷市,,,,133.725028,34.547502,500,公設
332020,0100002770,岡山県倉敷市,消火栓,332020,,倉敷市連島中央４丁目１０番１２号地先,岡山県,倉敷市,,,,133.727568,34.548818,100,公設
332020,0100002771,岡山県倉敷市,消火栓,332020,,倉敷市連島町矢柄６１６９番地地先,岡山県,倉敷市,,,,133.734517,34.55287,150,公設
332020,0100002772,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島２８８１番地地先,岡山県,倉敷市,,,,133.735018,34.555156,150,公設
332020,0100002773,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦５０番地地先,岡山県,倉敷市,,,,133.7218,34.549413,100,公設
332020,0100002774,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦２６番地地先,岡山県,倉敷市,,,,133.720068,34.550109,75,公設
332020,0100002775,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦８８６番地地先,岡山県,倉敷市,,,,133.707521,34.550523,100,公設
332020,0100002776,岡山県倉敷市,消火栓,332020,,倉敷市鶴の浦３丁目２番９号地先,岡山県,倉敷市,,,,133.706901,34.548283,250,公設
332020,0100002777,岡山県倉敷市,消火栓,332020,,倉敷市鶴の浦１丁目５番５号地先,岡山県,倉敷市,,,,133.70677,34.547468,250,公設
332020,0100002778,岡山県倉敷市,消火栓,332020,,倉敷市亀島２丁目２２番２２号地先,岡山県,倉敷市,,,,133.724958,34.543813,75,公設
332020,0100002779,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２６７０番地地先,岡山県,倉敷市,,,,133.711338,34.529514,75,公設
332020,0100002780,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田３０９６番地地先,岡山県,倉敷市,,,,133.721981,34.531375,200,公設
332020,0100002781,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１９９２番地の２地先,岡山県,倉敷市,,,,133.706187,34.541198,100,公設
332020,0100002782,岡山県倉敷市,消火栓,332020,,倉敷市鶴の浦２丁目６番１１号地先,岡山県,倉敷市,,,,133.707844,34.542755,100,公設
332020,0100002783,岡山県倉敷市,消火栓,332020,,倉敷市連島町亀島新田１３７番地地先,岡山県,倉敷市,,,,133.725835,34.550222,100,公設
332020,0100002784,岡山県倉敷市,消火栓,332020,,倉敷市連島町亀島新田１６７番地地先,岡山県,倉敷市,,,,133.72792,34.551619,100,公設
332020,0100002785,岡山県倉敷市,消火栓,332020,,倉敷市神田４丁目５番１４号地先,岡山県,倉敷市,,,,133.728055,34.544074,100,公設
332020,0100002786,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１９２４番地地先,岡山県,倉敷市,,,,133.712186,34.537856,150,公設
332020,0100002787,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１９２７番地の１地先,岡山県,倉敷市,,,,133.710301,34.538079,150,公設
332020,0100002788,岡山県倉敷市,消火栓,332020,,倉敷市連島３丁目４番７号地先,岡山県,倉敷市,,,,133.743512,34.553248,100,公設
332020,0100002789,岡山県倉敷市,消火栓,332020,,倉敷市連島４丁目１番２８号地先,岡山県,倉敷市,,,,133.74256,34.552648,100,公設
332020,0100002790,岡山県倉敷市,消火栓,332020,,倉敷市連島３丁目５番１号地先,岡山県,倉敷市,,,,133.742896,34.551582,75,公設
332020,0100002791,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目１３番１６号地先,岡山県,倉敷市,,,,133.742559,34.549604,100,公設
332020,0100002792,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目１０番３９号地先,岡山県,倉敷市,,,,133.740498,34.550033,75,公設
332020,0100002793,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目１０番２０号地先,岡山県,倉敷市,,,,133.740812,34.550946,150,公設
332020,0100002794,岡山県倉敷市,消火栓,332020,,倉敷市連島４丁目４番３４号地先,岡山県,倉敷市,,,,133.740269,34.551911,75,公設
332020,0100002795,岡山県倉敷市,消火栓,332020,,倉敷市連島５丁目２５０,岡山県,倉敷市,,,,133.738023,34.550749,75,公設
332020,0100002796,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目９番２５号地先,岡山県,倉敷市,,,,133.738137,34.549882,150,公設
332020,0100002797,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目７番３６号地先,岡山県,倉敷市,,,,133.738548,34.548499,75,公設
332020,0100002798,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目１１番３５号地先,岡山県,倉敷市,,,,133.740365,34.548945,75,公設
332020,0100002799,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目３番２５号地先,岡山県,倉敷市,,,,133.741351,34.54754,100,公設
332020,0100002800,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目６番１８号地先,岡山県,倉敷市,,,,133.740731,34.54663,75,公設
332020,0100002801,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目２番３４号地先,岡山県,倉敷市,,,,133.739502,34.547273,100,公設
332020,0100002802,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目１７番７号地先,岡山県,倉敷市,,,,133.737912,34.547533,75,公設
332020,0100002803,岡山県倉敷市,消火栓,332020,,倉敷市連島２丁目９番２号地先,岡山県,倉敷市,,,,133.736393,34.549241,150,公設
332020,0100002804,岡山県倉敷市,消火栓,332020,,倉敷市連島中央２丁目１番２３号地先,岡山県,倉敷市,,,,133.734133,34.548775,100,公設
332020,0100002805,岡山県倉敷市,消火栓,332020,,倉敷市連島中央２丁目３番２号地先,岡山県,倉敷市,,,,133.733696,34.55009,75,公設
332020,0100002806,岡山県倉敷市,消火栓,332020,,倉敷市連島中央３丁目３番１１号地先,岡山県,倉敷市,,,,133.731576,34.549443,75,公設
332020,0100002807,岡山県倉敷市,消火栓,332020,,倉敷市連島中央３丁目１番１８号地先,岡山県,倉敷市,,,,133.732346,34.547789,75,公設
332020,0100002808,岡山県倉敷市,消火栓,332020,,倉敷市連島中央１丁目１０番２０号地先,岡山県,倉敷市,,,,133.732621,34.547615,100,公設
332020,0100002809,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目３番１７号地先,岡山県,倉敷市,,,,133.739683,34.544687,100,公設
332020,0100002810,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目１５番３５号地先,岡山県,倉敷市,,,,133.737122,34.54566,100,公設
332020,0100002811,岡山県倉敷市,消火栓,332020,,倉敷市連島中央１丁目４番４０号地先,岡山県,倉敷市,,,,133.735707,34.54602,100,公設
332020,0100002812,岡山県倉敷市,消火栓,332020,,倉敷市連島中央１丁目６番２８号地先,岡山県,倉敷市,,,,133.734076,34.546773,75,公設
332020,0100002813,岡山県倉敷市,消火栓,332020,,倉敷市連島中央１丁目１０番３７号地先,岡山県,倉敷市,,,,133.732212,34.546177,75,公設
332020,0100002814,岡山県倉敷市,消火栓,332020,,倉敷市連島中央４丁目１番２６号地先,岡山県,倉敷市,,,,133.731151,34.546522,100,公設
332020,0100002815,岡山県倉敷市,消火栓,332020,,倉敷市連島中央４丁目２番４０号地先,岡山県,倉敷市,,,,133.729345,34.547202,100,公設
332020,0100002816,岡山県倉敷市,消火栓,332020,,倉敷市連島中央５丁目３０番２５号地先,岡山県,倉敷市,,,,133.727819,34.547733,100,公設
332020,0100002817,岡山県倉敷市,消火栓,332020,,倉敷市連島中央４丁目２番１８号地先,岡山県,倉敷市,,,,133.729885,34.548213,75,公設
332020,0100002818,岡山県倉敷市,消火栓,332020,,倉敷市連島中央３丁目５番１５号地先,岡山県,倉敷市,,,,133.729226,34.54923,75,公設
332020,0100002819,岡山県倉敷市,消火栓,332020,,倉敷市神田４丁目３番２４号地先,岡山県,倉敷市,,,,133.73025,34.544928,300,公設
332020,0100002820,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目１５番２２号地先,岡山県,倉敷市,,,,133.73146,34.544711,100,公設
332020,0100002821,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目１３番１０号地先,岡山県,倉敷市,,,,133.735465,34.544868,100,公設
332020,0100002822,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目１３番３７号地先,岡山県,倉敷市,,,,133.736077,34.543495,100,公設
332020,0100002823,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目４番１４号地先,岡山県,倉敷市,,,,133.73735,34.542804,100,公設
332020,0100002824,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目１０番５０号地先,岡山県,倉敷市,,,,133.735507,34.541874,75,公設
332020,0100002825,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目６番３４号地先,岡山県,倉敷市,,,,133.731797,34.542947,100,公設
332020,0100002826,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目１６番２１号地先,岡山県,倉敷市,,,,133.729872,34.543493,100,公設
332020,0100002827,岡山県倉敷市,消火栓,332020,,倉敷市神田４丁目３番４１号地先,岡山県,倉敷市,,,,133.729615,34.543708,300,公設
332020,0100002828,岡山県倉敷市,消火栓,332020,,倉敷市神田４丁目２番８号地先,岡山県,倉敷市,,,,133.728905,34.542327,300,公設
332020,0100002829,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目１６番１号地先,岡山県,倉敷市,,,,133.729131,34.542062,100,公設
332020,0100002830,岡山県倉敷市,消火栓,332020,,倉敷市神田３丁目７番１２号地先,岡山県,倉敷市,,,,133.73105,34.541551,100,公設
332020,0100002831,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目１２番４１号地先,岡山県,倉敷市,,,,133.734782,34.540556,100,公設
332020,0100002832,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目２番３７号地先,岡山県,倉敷市,,,,133.738112,34.539704,75,公設
332020,0100002833,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目１番４６号地先,岡山県,倉敷市,,,,133.737055,34.549303,100,公設
332020,0100002834,岡山県倉敷市,消火栓,332020,,倉敷市神田１丁目１５番２１号地先,岡山県,倉敷市,,,,133.733923,34.554979,100,公設
332020,0100002835,岡山県倉敷市,消火栓,332020,,倉敷市神田１丁目５番２５号地先,岡山県,倉敷市,,,,133.736597,34.538074,75,公設
332020,0100002836,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２２８５番地地先,岡山県,倉敷市,,,,133.706403,34.536351,200,公設
332020,0100002837,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目１０番３２号地先,岡山県,倉敷市,,,,133.738035,34.544581,75,公設
332020,0100002838,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦３８３番地先,岡山県,倉敷市,,,,133.716998,34.550857,100,公設
332020,0100002839,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１０８１番地の７地先,岡山県,倉敷市,,,,133.715958,34.545292,200,公設
332020,0100002840,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２２５８番地の５地先,岡山県,倉敷市,,,,133.707058,34.537276,200,公設
332020,0100002841,岡山県倉敷市,消火栓,332020,,倉敷市亀島２丁目１４番１５号地先,岡山県,倉敷市,,,,133.726193,34.542944,75,公設
332020,0100002842,岡山県倉敷市,消火栓,332020,,倉敷市連島町亀島新田２５１番地地先,岡山県,倉敷市,,,,133.729881,34.551228,100,公設
332020,0100002843,岡山県倉敷市,消火栓,332020,,倉敷市連島中央５丁目８番３４号地先,岡山県,倉敷市,,,,133.724835,34.545411,75,公設
332020,0100002844,岡山県倉敷市,消火栓,332020,,倉敷市連島中央５丁目１６番１９号地先,岡山県,倉敷市,,,,133.724061,34.54637,75,公設
332020,0100002845,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目１２番１６号地先,岡山県,倉敷市,,,,133.737191,34.544256,75,公設
332020,0100002846,岡山県倉敷市,消火栓,332020,,倉敷市連島町西之浦１４９４番地の７地先,岡山県,倉敷市,,,,133.706017,34.559014,100,公設
332020,0100002847,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島２５５１番地の１地先,岡山県,倉敷市,,,,133.73873,34.560225,150,公設
332020,0100002848,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３４２４番地の３地先,岡山県,倉敷市,,,,133.738529,34.560535,150,公設
332020,0100002849,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島２４２４番地の３０地先,岡山県,倉敷市,,,,133.739276,34.560962,150,公設
332020,0100002850,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島３４２９番地の１１地先,岡山県,倉敷市,,,,133.73764,34.561555,75,公設
332020,0100002851,岡山県倉敷市,消火栓,332020,,倉敷市連島中央１丁目１２番３０号地先,岡山県,倉敷市,,,,133.735563,34.548318,75,公設
332020,0100002852,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田７６０番地の１地先,岡山県,倉敷市,,,,133.715368,34.546931,100,公設
332020,0100002853,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田３１２０番地の１地先,岡山県,倉敷市,,,,133.725281,34.536755,75,公設
332020,0100002854,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田３１１２番地先,岡山県,倉敷市,,,,133.724944,34.535031,100,公設
332020,0100002855,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田３１０６番地地先,岡山県,倉敷市,,,,133.723737,34.532863,75,公設
332020,0100002856,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２１５７番地の３地先,岡山県,倉敷市,,,,133.716614,34.533599,75,公設
332020,0100002857,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１０７５番地の２地先,岡山県,倉敷市,,,,133.71733,34.545312,100,公設
332020,0100002858,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目１０番１６号地先,岡山県,倉敷市,,,,133.736763,34.544619,75,公設
332020,0100002859,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２３３１番地の８地先,岡山県,倉敷市,,,,133.711361,34.53508,100,公設
332020,0100002860,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１９７９番地の１７地先,岡山県,倉敷市,,,,133.706692,34.540327,75,公設
332020,0100002861,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１７２８番地の４地先,岡山県,倉敷市,,,,133.716424,34.537336,75,公設
332020,0100002862,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２０６１番地の４地先,岡山県,倉敷市,,,,133.717269,34.533573,75,公設
332020,0100002863,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２０６１番地の９地先,岡山県,倉敷市,,,,133.717804,34.534309,75,公設
332020,0100002864,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２０４３番地の９地先,岡山県,倉敷市,,,,133.716182,34.535086,75,公設
332020,0100002865,岡山県倉敷市,消火栓,332020,,倉敷市亀島２丁目２０番６４号地先,岡山県,倉敷市,,,,133.725801,34.540909,100,公設
332020,0100002866,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島２２６１番地の１１１地先,岡山県,倉敷市,,,,133.742011,34.562095,150,公設
332020,0100002867,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１８４０番地の１０地先,岡山県,倉敷市,,,,133.72012,34.533585,75,公設
332020,0100002868,岡山県倉敷市,消火栓,332020,,倉敷市連島町連島２３１１番地の６７地先,岡山県,倉敷市,,,,133.741102,34.563511,100,公設
332020,0100002869,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田８２８番地地先,岡山県,倉敷市,,,,133.714553,34.543577,200,公設
332020,0100002870,岡山県倉敷市,消火栓,332020,,倉敷市連島町矢柄５９２０番地の１０地先,岡山県,倉敷市,,,,133.726777,34.553727,150,公設
332020,0100002871,岡山県倉敷市,消火栓,332020,,倉敷市連島町矢柄５９２１番地の１１地先,岡山県,倉敷市,,,,133.726108,34.55345,150,公設
332020,0100002872,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田１９６５番地,岡山県,倉敷市,,,,133.70662,34.538779,100,公設
332020,0100002873,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田３１９１番地地先,岡山県,倉敷市,,,,133.717644,34.546869,75,公設
332020,0100002874,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２２４６番地の１地先,岡山県,倉敷市,,,,133.708766,34.537693,150,公設
332020,0100002875,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２２２７番地地先,岡山県,倉敷市,,,,133.710578,34.536778,150,公設
332020,0100002876,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２０９４番地の１２地先,岡山県,倉敷市,,,,133.720793,34.532371,75,公設
332020,0100002877,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２８６３番地地先,岡山県,倉敷市,,,,133.704911,34.5368,100,公設
332020,0100002878,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田５７２番地の７地先,岡山県,倉敷市,,,,133.713672,34.53913,75,公設
332020,0100002879,岡山県倉敷市,消火栓,332020,,倉敷市連島１丁目７番２５号地先,岡山県,倉敷市,,,,133.738942,34.546045,75,公設
332020,0100002880,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２５５４番地地先,岡山県,倉敷市,,,,133.707845,34.534174,75,公設
332020,0100002881,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２５２３番地の４地先,岡山県,倉敷市,,,,133.708532,34.53516,100,公設
332020,0100002882,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２４２３番地の５地先,岡山県,倉敷市,,,,133.717446,34.529712,75,公設
332020,0100002883,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２２０８番地の２地先,岡山県,倉敷市,,,,133.71221,34.535912,150,公設
332020,0100002884,岡山県倉敷市,消火栓,332020,,倉敷市連島町鶴新田２４２８番地の１地先,岡山県,倉敷市,,,,133.717165,34.530261,150,公設
332020,0100002885,岡山県倉敷市,消火栓,332020,,倉敷市神田２丁目１０番４３号地先,岡山県,倉敷市,,,,133.736494,34.541488,75,公設
